id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
23741,central NJ,2016,bmw,excellent,6 cylinders,gas,10239,rebuilt,automatic,rwd,mid-size,SUV,blue,,35502
23742,san diego,2010,kia,like new,4 cylinders,gas,64717,clean,manual,fwd,compact,sedan,blue,ca,6415
23743,syracuse,2015,honda,excellent,4 cylinders,gas,116029,rebuilt,automatic,fwd,compact,sedan,blue,ny,18174
23744,eugene,2016,toyota,good,4 cylinders,gas,124648,clean,manual,fwd,mid-size,coupe,black,or,4443
23745,central NJ,1995,HONDA,fair,6 cylinders,gas,167740,clean,automatic,fwd,full-size,pickup,blue,nj,1750
23746,north dakota,2011,bmw,excellent,6 cylinders,gas,104905,clean,automatic,rwd,full-size,sedan,black,nd,17196
23747,ithaca,2001,ford,like new,6 cylinders,diesel,177156,clean,automatic,4wd,full-size,truck,black,ny,33106
23748,chicago,3015,bmw,excellent,4 cylinders,gas,157422,clean,automatic,rwd,mid-size,SUV,grey,il,21028
23749,fargo / moorhead,2006,ram,like new,6 cylinders,diesel,98288,clean,manual,rwd,full-size,truck,green,,11606
23750,jacksonville,2013,FORD,excellent,4 cylinders,gas,99612,clean,automatic,4wd,full-size,SUV,black,fl,4374
23751,chicago,1954,ford,good,8 cylinders,diesel,72170,clean,automatic,rwd,full-size,truck,green,il,5058
23752,cleveland,2010,chevrolet,excellent,6 cylinders,gas,194333,rebuilt,automatic,fwd,full-size,sedan,white,oh,6951
23753,"washington, DC",2010,FORD,good,8 cylinders,diesel,119976,clean,automatic,4wd,full-size,truck,white,dc,25079
23754,detroit metro,2017,MAZDA,like new,4 cylinders,gas,129694,clean,automatic,fwd,compact,sedan,black,mi,7398
23755,greenville / upstate,2006,gmc,good,6 cylinders,gas,128579,clean,automatic,4wd,full-size,pickup,black,sc,7451
23756,roanoke,1985,ram,good,6 cylinders,gas,31817,clean,automatic,rwd,full-size,pickup,green,va,5895
23757,vermont,2008,honda,fair,6 cylinders,gas,219143,clean,manual,fwd,compact,sedan,blue,vt,5450
23758,rhode island,2016,cadillac,excellent,4 cylinders,gas,4902,clean,automatic,fwd,full-size,SUV,white,ri,18673
23759,rhode island,2007,jeep,excellent,6 cylinders,gas,173222,clean,automatic,4wd,full-size,pickup,black,ri,22080
23760,las vegas,1987,ford,excellent,6 cylinders,gas,69975,clean,manual,rwd,full-size,coupe,white,nv,6344
23761,"washington, DC",2011,ford,excellent,4 cylinders,gas,55222,clean,automatic,fwd,compact,sedan,black,dc,9170
23762,mcallen / edinburg,2010,ford,excellent,6 cylinders,gas,160847,,automatic,fwd,mid-size,,silver,tx,3684
23763,denver,2010,ford,excellent,8 cylinders,gas,137160,rebuilt,manual,4wd,full-size,truck,silver,co,25297
23764,richmond,2018,fiat,excellent,4 cylinders,gas,112112,lien,manual,fwd,compact,sedan,blue,va,14766
23765,lancaster,2011,bmw,excellent,6 cylinders,gas,72113,clean,manual,4wd,mid-size,sedan,black,pa,18064
23766,boston,2015,kia,excellent,6 cylinders,gas,60407,clean,automatic,fwd,mid-size,SUV,blue,ma,24497
23767,inland empire,2014,ford,like new,4 cylinders,,83632,clean,automatic,fwd,full-size,SUV,blue,ca,33837
23768,erie,2005,mercury,good,6 cylinders,gas,169027,missing,manual,fwd,compact,SUV,blue,pa,7895
23769,macon / warner robins,2008,lincoln,fair,6 cylinders,gas,209530,rebuilt,automatic,4wd,full-size,sedan,blue,ga,4929
23770,long island,2011,ford,excellent,4 cylinders,gas,122337,clean,automatic,fwd,mid-size,SUV,white,ny,7762
23771,rapid city / west SD,2010,jeep,excellent,6 cylinders,gas,164155,clean,automatic,fwd,full-size,SUV,black,sd,7189
23772,seattle-tacoma,2011,bmw,like new,4 cylinders,gas,181601,clean,other,fwd,compact,sedan,silver,wa,2603
23773,sacramento,2007,chevrolet,good,6 cylinders,gas,174778,clean,automatic,fwd,full-size,pickup,white,ca,19595
23774,treasure coast,2007,chevrolet,excellent,6 cylinders,gas,86203,clean,automatic,fwd,full-size,truck,white,fl,15566
23775,tulsa,2008,GMC,excellent,8 cylinders,gas,128138,rebuilt,automatic,4wd,full-size,truck,silver,ok,5841
23776,grand rapids,2014,ford,excellent,8 cylinders,diesel,81641,clean,automatic,4wd,full-size,pickup,black,mi,20572
23777,dallas / fort worth,2011,ford,like new,4 cylinders,gas,80033,clean,automatic,fwd,full-size,sedan,black,tx,3523
23778,wilmington,2011,chrysler,excellent,6 cylinders,gas,222140,rebuilt,automatic,fwd,full-size,mini-van,black,de,4782
23779,mcallen / edinburg,2014,jeep,like new,8 cylinders,gas,200703,clean,automatic,4wd,full-size,truck,blue,tx,10962
23780,pittsburgh,1997,RAM,good,8 cylinders,diesel,142251,clean,automatic,4wd,full-size,truck,red,pa,22926
23781,los angeles,2014,FORD,excellent,8 cylinders,gas,29246,rebuilt,automatic,fwd,full-size,sedan,black,ca,20824
23782,las vegas,2013,ford,excellent,4 cylinders,gas,82171,clean,automatic,fwd,mid-size,sedan,black,,15230
23783,dallas / fort worth,2014,kia,good,4 cylinders,gas,51280,clean,other,fwd,mid-size,hatchback,black,tx,25929
23784,buffalo,1995,HONDA,excellent,6 cylinders,gas,36810,rebuilt,automatic,fwd,mid-size,sedan,black,ny,17856
23785,sarasota-bradenton,2015,ford,excellent,6 cylinders,diesel,66508,rebuilt,manual,rwd,full-size,pickup,blue,fl,21306
23786,rhode island,2003,chevrolet,excellent,8 cylinders,diesel,104349,clean,automatic,rwd,full-size,pickup,red,ri,7457
23787,"washington, DC",2002,honda,excellent,6 cylinders,,152486,clean,automatic,fwd,mid-size,sedan,silver,dc,5184
23788,north platte,2010,saturn,fair,4 cylinders,gas,162506,clean,automatic,fwd,mid-size,sedan,silver,ne,3821
23789,bakersfield,2013,ford,good,4 cylinders,gas,263646,clean,automatic,fwd,compact,hatchback,silver,ca,3873
23790,kennewick-pasco-richland,2009,honda,excellent,4 cylinders,gas,186932,clean,automatic,fwd,mid-size,SUV,silver,,6933
23791,altoona-johnstown,2005,bmw,excellent,6 cylinders,gas,117004,,manual,fwd,full-size,,black,pa,4419
23792,rochester,2015,ｆｏｒｄ,excellent,8 cylinders,gas,61686,clean,automatic,fwd,full-size,sedan,grey,ny,11380
23793,knoxville,2001,chevrolet,good,8 cylinders,gas,109477,clean,automatic,fwd,full-size,truck,black,tn,11797
23794,yakima,2013,honda,excellent,6 cylinders,gas,197053,clean,automatic,fwd,mid-size,SUV,black,wa,11105
23795,worcester / central MA,2013,ram,excellent,6 cylinders,diesel,22990,clean,manual,4wd,full-size,pickup,blue,ma,24963
23796,atlanta,2017,acura,good,4 cylinders,gas,52042,clean,automatic,fwd,mid-size,sedan,white,ga,18757
23797,fargo / moorhead,1987,ford,good,6 cylinders,gas,166496,clean,other,fwd,full-size,wagon,green,,6092
23798,college station,1992,ford,excellent,8 cylinders,diesel,31363,clean,automatic,rwd,full-size,van,green,tx,14808
23799,richmond,2009,FORD,excellent,6 cylinders,gas,55336,clean,automatic,4wd,full-size,truck,black,va,17018
23800,lakeland,2014,BMW,good,6 cylinders,gas,108997,rebuilt,automatic,fwd,compact,sedan,blue,fl,4255
23801,salem,1987,ram,good,8 cylinders,diesel,170010,clean,automatic,4wd,full-size,truck,black,,19983
23802,rhode island,2013,buick,excellent,6 cylinders,gas,92929,clean,automatic,4wd,mid-size,SUV,grey,ri,6499
23803,"st louis, MO",2014,audi,good,4 cylinders,gas,60409,lien,manual,fwd,compact,hatchback,black,mo,4201
23804,binghamton,2018,honda,good,4 cylinders,gas,39159,clean,automatic,fwd,compact,sedan,black,ny,16546
23805,salem,2011,buick,like new,6 cylinders,gas,86326,clean,automatic,fwd,mid-size,sedan,black,or,20717
23806,baltimore,2013,HONDA,excellent,4 cylinders,gas,33815,clean,automatic,fwd,mid-size,sedan,black,md,5883
23807,hartford,2012,ram,excellent,6 cylinders,gas,105600,clean,manual,4wd,full-size,truck,black,ct,13171
23808,little rock,1997,ford,excellent,8 cylinders,gas,177146,clean,manual,rwd,full-size,truck,white,ar,4530
23809,north jersey,2006,CHEVROLET,excellent,6 cylinders,gas,244910,clean,automatic,fwd,full-size,sedan,silver,,21063
23810,charlotte,2005,buick,fair,4 cylinders,gas,145836,clean,manual,fwd,sub-compact,sedan,silver,nc,5696
23811,el paso,2012,bmw,like new,6 cylinders,gas,36788,clean,manual,4wd,mid-size,sedan,silver,tx,20309
23812,seattle-tacoma,2006,ｂｍｗ,like new,6 cylinders,gas,90593,clean,automatic,rwd,mid-size,convertible,green,,5938
23813,hartford,2013,ford,excellent,6 cylinders,gas,200208,clean,automatic,4wd,full-size,SUV,green,ct,5937
23814,northern michigan,1984,toyota,fair,4 cylinders,gas,231398,clean,automatic,fwd,full-size,coupe,red,mi,1819
23815,central NJ,2005,FORD,fair,6 cylinders,gas,191916,clean,automatic,fwd,full-size,van,silver,nj,3649
23816,"washington, DC",2014,hyundai,good,4 cylinders,gas,143247,clean,automatic,fwd,full-size,sedan,white,dc,7983
23817,pittsburgh,2020,ｊｅｅｐ,excellent,8 cylinders,gas,22048,clean,automatic,rwd,mid-size,SUV,white,,12586
23818,indianapolis,2011,FORD,good,6 cylinders,gas,76687,clean,automatic,fwd,mid-size,SUV,black,in,7255
23819,bakersfield,2011,FORD,excellent,4 cylinders,hybrid,107146,clean,other,fwd,mid-size,sedan,blue,ca,6425
23820,san luis obispo,2007,nissan,fair,6 cylinders,gas,238982,clean,automatic,rwd,full-size,sedan,blue,ca,3301
23821,bakersfield,2011,ford,excellent,8 cylinders,diesel,167321,clean,automatic,fwd,full-size,pickup,white,ca,19908
23822,tucson,2004,chrysler,excellent,4 cylinders,gas,110923,clean,automatic,fwd,mid-size,SUV,black,az,7339
23823,seattle-tacoma,2011,mercedes-benz,excellent,6 cylinders,gas,186727,clean,automatic,fwd,full-size,sedan,black,wa,7317
23824,albany,2008,ford,good,8 cylinders,gas,109174,clean,automatic,rwd,full-size,truck,black,ny,14611
23825,philadelphia,1974,ford,excellent,6 cylinders,gas,76561,clean,automatic,rwd,mid-size,truck,blue,pa,19180
23826,el paso,2010,ford,excellent,8 cylinders,diesel,86216,salvage,automatic,rwd,full-size,pickup,white,tx,42199
23827,albany,2016,kia,excellent,4 cylinders,gas,15685,rebuilt,automatic,fwd,mid-size,sedan,black,ny,16091
23828,columbia / jeff city,2014,nissan,excellent,4 cylinders,gas,126322,clean,automatic,fwd,mid-size,sedan,red,mo,11144
23829,spokane / coeur d'alene,2016,ram,excellent,8 cylinders,gas,14520,clean,manual,4wd,full-size,truck,black,id,53860
23830,tampa bay area,1993,chevrolet,good,8 cylinders,gas,136285,clean,automatic,4wd,full-size,SUV,black,fl,21113
23831,atlanta,2006,mercedes-benz,excellent,8 cylinders,gas,291506,clean,manual,rwd,full-size,sedan,black,,14626
23832,lima / findlay,2014,ford,excellent,8 cylinders,,147171,clean,automatic,4wd,full-size,SUV,black,oh,8918
23833,albuquerque,1993,toyota,like new,4 cylinders,gas,214928,clean,automatic,fwd,compact,sedan,green,nm,16094
23834,south florida,2011,bmw,excellent,6 cylinders,gas,41718,salvage,automatic,fwd,compact,sedan,black,fl,23867
23835,san antonio,2015,infiniti,fair,6 cylinders,gas,104983,clean,automatic,4wd,full-size,SUV,black,tx,6047
23836,charlotte,1956,chevrolet,excellent,8 cylinders,diesel,12681,clean,automatic,4wd,full-size,pickup,white,nc,50056
23837,las vegas,2014,toyota,excellent,6 cylinders,gas,95906,clean,manual,fwd,full-size,sedan,black,,3331
23838,inland empire,1943,chevrolet,good,8 cylinders,diesel,309,clean,automatic,rwd,full-size,truck,white,,27874
23839,wausau,2013,gmc,excellent,8 cylinders,gas,116259,clean,automatic,4wd,full-size,truck,black,wi,14317
23840,knoxville,2016,ram,good,10 cylinders,gas,36560,lien,automatic,4wd,full-size,truck,white,tn,59134
23841,central NJ,2018,RAM,like new,6 cylinders,diesel,165518,clean,automatic,4wd,full-size,SUV,black,nj,21629
23842,harrisburg,2011,ford,excellent,4 cylinders,gas,91584,clean,automatic,fwd,full-size,sedan,black,pa,14439
23843,des moines,2005,subaru,excellent,4 cylinders,gas,192292,clean,manual,fwd,mid-size,sedan,black,ia,8191
23844,columbus,2011,FORD,excellent,6 cylinders,gas,182513,clean,automatic,fwd,mid-size,sedan,blue,oh,3790
23845,lansing,2004,gmc,excellent,8 cylinders,diesel,166383,clean,automatic,4wd,full-size,truck,black,mi,17665
23846,redding,2006,bmw,excellent,6 cylinders,gas,160965,clean,manual,fwd,mid-size,SUV,white,ca,4386
23847,york,2011,fiat,excellent,4 cylinders,gas,114178,rebuilt,automatic,fwd,mid-size,sedan,black,pa,6379
23848,louisville,2013,honda,good,6 cylinders,gas,221559,clean,manual,fwd,full-size,SUV,black,ky,6947
23849,hawaii,2010,TOYOTA,excellent,4 cylinders,gas,220051,clean,automatic,fwd,compact,sedan,red,hi,5859
23850,cincinnati,2013,ford,good,4 cylinders,gas,86881,clean,automatic,fwd,full-size,sedan,blue,oh,9821
23851,south florida,2011,hyundai,excellent,4 cylinders,gas,159573,clean,other,fwd,mid-size,sedan,blue,fl,6122
23852,los angeles,2010,bmw,excellent,6 cylinders,gas,36371,clean,automatic,4wd,mid-size,SUV,black,ca,24283
23853,orange county,2016,ford,good,8 cylinders,diesel,64704,salvage,manual,rwd,full-size,truck,white,,17741
23854,cincinnati,2004,ford,good,8 cylinders,gas,100110,clean,other,rwd,full-size,truck,black,oh,7708
23855,akron / canton,1987,chevrolet,good,8 cylinders,diesel,69621,clean,automatic,4wd,full-size,truck,black,oh,27011
23856,atlanta,2004,ford,excellent,6 cylinders,gas,151126,,automatic,rwd,mid-size,,silver,ga,5740
23857,pittsburgh,2014,honda,like new,6 cylinders,gas,125354,clean,automatic,fwd,full-size,SUV,black,pa,11202
23858,louisville,2007,toyota,like new,6 cylinders,gas,152062,clean,automatic,fwd,full-size,coupe,black,,7163
23859,rochester,2013,jeep,excellent,6 cylinders,diesel,143545,clean,manual,4wd,full-size,SUV,black,ny,10680
23860,kennewick-pasco-richland,2013,volkswagen,fair,4 cylinders,gas,123875,clean,automatic,fwd,compact,sedan,green,wa,3615
23861,south bend / michiana,2012,ford,excellent,8 cylinders,diesel,89045,clean,automatic,rwd,mid-size,truck,white,in,20654
23862,bloomington-normal,2016,ford,excellent,4 cylinders,gas,24852,salvage,manual,fwd,mid-size,sedan,blue,il,12186
23863,buffalo,2007,ford,fair,6 cylinders,gas,99755,clean,manual,fwd,full-size,wagon,green,ny,7052
23864,richmond,2009,ram,fair,6 cylinders,diesel,184065,clean,automatic,4wd,full-size,SUV,white,va,3120
23865,tampa bay area,2013,dodge,excellent,6 cylinders,gas,103682,clean,automatic,fwd,mid-size,coupe,grey,,6332
23866,medford-ashland,1995,toyota,fair,8 cylinders,gas,318473,clean,manual,4wd,full-size,offroad,red,or,3128
23867,lancaster,2017,jeep,excellent,6 cylinders,gas,47807,rebuilt,automatic,4wd,full-size,SUV,black,pa,68771
23868,new hampshire,2007,chevrolet,like new,4 cylinders,gas,93523,clean,automatic,4wd,mid-size,SUV,black,nh,17614
23869,toledo,2004,ford,fair,8 cylinders,diesel,266449,clean,automatic,4wd,full-size,SUV,black,oh,6354
23870,spokane / coeur d'alene,2013,toyota,excellent,6 cylinders,gas,168208,clean,automatic,fwd,full-size,SUV,black,id,6347
23871,albuquerque,2013,honda,excellent,6 cylinders,gas,160750,clean,automatic,fwd,mid-size,SUV,blue,nm,2458
23872,rhode island,2018,toyota,excellent,4 cylinders,gas,16688,salvage,automatic,fwd,mid-size,SUV,green,ri,11692
23873,bend,2011,dodge,excellent,6 cylinders,gas,98945,clean,automatic,fwd,full-size,sedan,black,or,7454
23874,boulder,2008,MAZDA,fair,4 cylinders,gas,115186,parts only,automatic,fwd,compact,sedan,green,,3288
23875,eastern NC,2012,ford,good,8 cylinders,gas,123974,parts only,manual,fwd,full-size,truck,black,nc,3832
23876,"washington, DC",1983,chevrolet,good,8 cylinders,gas,120443,clean,manual,rwd,full-size,truck,blue,dc,3396
23877,missoula,2013,honda,excellent,4 cylinders,gas,141509,clean,automatic,fwd,full-size,sedan,black,mt,11032
23878,youngstown,2016,ford,excellent,4 cylinders,gas,225873,clean,automatic,fwd,full-size,SUV,blue,oh,3032
23879,rapid city / west SD,2014,jeep,excellent,6 cylinders,diesel,131892,clean,automatic,4wd,mid-size,SUV,black,sd,17450
23880,san antonio,2014,chevrolet,good,8 cylinders,diesel,96808,clean,automatic,rwd,full-size,truck,black,tx,17571
23881,albany,2012,audi,excellent,4 cylinders,gas,125889,clean,manual,fwd,mid-size,sedan,white,ny,6449
23882,imperial county,2013,bmw,like new,6 cylinders,gas,126059,rebuilt,automatic,fwd,mid-size,sedan,silver,ca,1757
23883,denver,2015,subaru,excellent,4 cylinders,gas,157495,clean,automatic,4wd,mid-size,SUV,black,co,39808
23884,san diego,2005,chevrolet,good,6 cylinders,gas,140300,clean,automatic,fwd,full-size,SUV,black,ca,5991
23885,ocala,2011,ram,excellent,6 cylinders,diesel,111108,salvage,other,4wd,full-size,pickup,red,fl,23482
23886,north jersey,2011,buick,excellent,6 cylinders,gas,109870,clean,automatic,fwd,full-size,sedan,black,nj,18389
23887,tampa bay area,2015,honda,excellent,4 cylinders,gas,170528,clean,automatic,fwd,mid-size,hatchback,blue,fl,10367
23888,medford-ashland,2001,ford,fair,4 cylinders,gas,177713,clean,automatic,fwd,full-size,truck,green,or,17429
23889,spokane / coeur d'alene,2012,chevrolet,excellent,4 cylinders,gas,188661,rebuilt,automatic,fwd,full-size,sedan,blue,id,6625
23890,raleigh / durham / CH,2018,ram,like new,8 cylinders,diesel,32301,clean,automatic,4wd,full-size,pickup,black,nc,28918
23891,prescott,2011,bmw,excellent,6 cylinders,gas,92512,clean,automatic,fwd,full-size,sedan,grey,az,8844
23892,spokane / coeur d'alene,1997,ram,fair,8 cylinders,gas,210342,clean,manual,4wd,full-size,truck,silver,id,14844
23893,cincinnati,2014,hyundai,good,4 cylinders,,162799,clean,manual,fwd,full-size,coupe,white,oh,10435
23894,tampa bay area,2009,honda,excellent,6 cylinders,gas,125680,clean,automatic,fwd,full-size,SUV,black,fl,9168
23895,ft myers / SW florida,2007,FORD,excellent,8 cylinders,gas,123838,clean,automatic,4wd,full-size,SUV,black,fl,10029
23896,boston,2011,chevrolet,excellent,6 cylinders,gas,110792,clean,automatic,rwd,full-size,sedan,blue,ma,18597
23897,madison,2013,chevrolet,excellent,6 cylinders,gas,100403,clean,automatic,rwd,full-size,van,white,wi,36875
23898,south jersey,2014,jeep,excellent,6 cylinders,gas,96586,rebuilt,automatic,4wd,full-size,SUV,blue,nj,8670
23899,western maryland,1994,chevrolet,good,6 cylinders,gas,110216,clean,manual,fwd,full-size,truck,green,md,3884
23900,spokane / coeur d'alene,2005,ford,good,6 cylinders,gas,113953,clean,automatic,4wd,full-size,pickup,blue,,7716
23901,cedar rapids,2012,JEEP,excellent,6 cylinders,gas,12568,clean,automatic,4wd,full-size,SUV,white,ia,25538
23902,tulsa,2014,bmw,excellent,6 cylinders,gas,81941,clean,automatic,4wd,full-size,truck,black,ok,18170
23903,utica-rome-oneida,1997,ford,good,6 cylinders,diesel,139320,clean,manual,4wd,full-size,pickup,black,ny,7599
23904,san diego,2020,NISSAN,like new,4 cylinders,gas,92332,rebuilt,automatic,fwd,compact,sedan,blue,ca,20177
23905,pittsburgh,2008,ford,excellent,6 cylinders,gas,221921,clean,manual,4wd,full-size,truck,red,pa,14859
23906,bismarck,2001,ford,good,6 cylinders,gas,138751,clean,automatic,4wd,mid-size,SUV,red,nd,4459
23907,harrisburg,2000,FORD,good,6 cylinders,gas,105228,clean,automatic,fwd,mid-size,SUV,green,pa,1004
23908,south jersey,2004,chrysler,excellent,4 cylinders,gas,138256,clean,automatic,fwd,mid-size,sedan,silver,nj,5337
23909,colorado springs,2012,jeep,excellent,6 cylinders,gas,112919,clean,automatic,4wd,full-size,offroad,silver,co,34630
23910,york,2010,bmw,good,4 cylinders,gas,78933,clean,manual,fwd,mid-size,sedan,blue,pa,8103
23911,boise,2013,ford,like new,10 cylinders,gas,94767,clean,automatic,rwd,full-size,truck,white,id,14211
23912,spokane / coeur d'alene,2014,ford,excellent,4 cylinders,gas,40765,rebuilt,automatic,fwd,compact,sedan,grey,id,12260
23913,las vegas,2010,honda,good,4 cylinders,gas,157401,clean,manual,fwd,mid-size,sedan,blue,,4801
23914,cincinnati,2008,nissan,good,6 cylinders,gas,154460,clean,automatic,fwd,full-size,SUV,black,oh,8213
23915,albuquerque,2006,ford,fair,8 cylinders,gas,88779,clean,manual,rwd,full-size,sedan,green,nm,4373
